hub_file,slug,title,column,length,min_recommended
comparisons.csv,s31-stress-primary-secondary,一次予防と二次予防の違い（論点整理）,article_lead,32,40
comparisons.csv,s31-harassment-reporting,ハラスメント相談と通報対応の違い（論点整理）,article_lead,36,40
comparisons.csv,s31-linecare-selfcare,ラインケアとセルフケアの使い分け（論点整理）,article_lead,39,40
comparisons.csv,s31-sangyoui-jinji-renkei,産業医連携と人事調整の違い（論点整理）,article_lead,33,40
comparisons.csv,s31-choujikan-kenshin,長時間面接と健診フォローの違い（論点整理）,article_lead,35,40
comparisons.csv,s31-kyushoku-shushoku,休職支援と就業配慮の違い（論点整理）,article_lead,32,40
comparisons.csv,s31-kikikanri-fukki,危機介入と復職支援の違い（論点整理）,article_lead,32,40
comparisons.csv,s31-kenshu-jisshi-hyouka,研修実施と効果評価の違い（論点整理）,article_lead,32,40
comparisons.csv,s31-stress-kumiai,ストレス要因分析と組織改善（論点整理）,article_lead,36,40
comparisons.csv,s31-youkou-koushin,要項確認と社内ルール確認の違い（論点整理）,article_lead,35,40
comparisons.csv,s32-shokuba-fukki,職場復帰支援と就業配慮の違い（手続確認）,article_lead,36,40
comparisons.csv,s32-kyushoku-shushoku,休職手続と復職手続の違い（手続確認）,article_lead,34,40
comparisons.csv,s32-ishim-mensetsu,医師面接と産業医面接の違い（手続確認）,article_lead,35,40
comparisons.csv,s32-shudan-bunseki,集団分析と個別面接の違い（手続確認）,article_lead,34,40
comparisons.csv,s32-line-sangyoui,ラインケアと産業医連携（手続確認）,article_lead,36,40
comparisons.csv,s32-harassment-initial,ハラスメント初動と再発防止（手続確認）,article_lead,38,40
comparisons.csv,s32-privacy-limited,情報の限定提供と共有範囲（手続確認）,article_lead,37,40
comparisons.csv,s32-kenshu-line,管理監督者研修とラインケア（手続確認）,article_lead,38,40
comparisons.csv,s32-youkou-operation,要項要件と社内運用ルール（手続確認）,article_lead,37,40
comparisons.csv,s33-saihatsu-boushi,再発防止と初動対応の違い（数値確認）,article_lead,32,40
comparisons.csv,s33-haichi-tenkan,配置転換と就業上の配慮（数値確認）,article_lead,34,40
comparisons.csv,s33-sangyou-hokenshi,産業保健師と産業医連携（数値確認）,article_lead,34,40
comparisons.csv,s33-kaju-roudou,過重労働と長時間労働（数値確認）,article_lead,33,40
comparisons.csv,s33-shokuba-kankyo,職場環境改善とストレス対策（数値確認）,article_lead,36,40
comparisons.csv,s33-harassment-saihatsu,ハラスメント防止と再発予防（数値確認）,article_lead,36,40
